CoC Number,CoC Name,Year,Attribute Name,Value,Year - Text
CA-606,Long Beach CoC,01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,31,2015
CA-606,Long Beach CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,13,2015
CA-606,Long Beach CoC,01/01/2015 12:00:00 AM,Children of Parenting Youth,34,2015
CA-606,Long Beach CoC,01/01/2015 12:00:00 AM,Homeless People in Families,408,2015
CA-606,Long Beach CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,214,2015
CA-606,Long Beach CoC,01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,20,2015
CA-606,Long Beach CoC,01/01/2015 12:00:00 AM,Parenting Youth (Under 25),20,2015
CA-606,Long Beach CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless,442,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Parenting Youth Under 18,0,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Chronically Homeless,198,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),1,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,7,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),35,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,32,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),4,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),38,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),34,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,16,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Total Homeless,632,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,423,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),0,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Chronically Homeless Individuals,183,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),3,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),3,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Chronically Homeless People in Families,15,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,4,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,94,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,96,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),31,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,182,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,3,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,176,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,19,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,6,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),4,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),3,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,1,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,1,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,9,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Children of Parenting Youth,5,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Homeless People in Families,115,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,4,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,4,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Parenting Youth (Under 25),4,2015
CA-607,Pasadena CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless,1488,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Parenting Youth Under 18,4,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Chronically Homeless,532,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),6,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,89,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),62,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,102,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),15,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),119,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),104,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,113,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,4,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Total Homeless,2372,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,1462,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),11,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Homeless Veterans,223,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Chronically Homeless Individuals,490,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),57,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),46,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Chronically Homeless People in Families,42,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,0,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,604,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,280,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,18,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),58,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,419,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,0,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Homeless Individuals,2066,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless,884,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,401,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,26,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,18,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),4,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),0,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,2,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,13,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,24,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Children of Parenting Youth,13,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Homeless People in Families,306,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,121,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,2,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Parenting Youth (Under 25),6,2015
CA-608,Riverside City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless,1311,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Parenting Youth Under 18,0,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Chronically Homeless,564,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),15,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,34,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),114,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,145,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),22,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),179,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),157,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,77,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Total Homeless,2149,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,1219,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),15,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Homeless Veterans,176,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Chronically Homeless Individuals,498,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Parenting Youth Under 18,0,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),65,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),50,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Chronically Homeless People in Families,66,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,7,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,305,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,533,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),107,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,487,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,5,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Homeless Individuals,1524,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless,838,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,464,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,92,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,23,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),7,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),5,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,15,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,28,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,43,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Children of Parenting Youth,35,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Homeless People in Families,625,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,31,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,20,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Parenting Youth (Under 25),20,2015
CA-609,San Bernardino City & County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless,957,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Parenting Youth Under 18,0,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Chronically Homeless,523,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),5,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,18,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),83,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,87,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),39,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),140,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),101,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Total Homeless,1417,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,810,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),37,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Homeless Veterans,103,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Chronically Homeless Individuals,469,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),57,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),20,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Chronically Homeless People in Families,54,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,6,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,274,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,186,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),81,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,505,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,6,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Homeless Individuals,1084,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless,460,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,451,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,147,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,54,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),2,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),6,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,5,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,7,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Children of Parenting Youth,13,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Homeless People in Families,333,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,16,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,11,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Parenting Youth (Under 25),11,2015
CA-611,Oxnard/San Buenaventura/Ventura County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless,122,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Parenting Youth Under 18,0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Chronically Homeless,69,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,8,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),4,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,5,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),6,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),6,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,18,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Total Homeless,208,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,120,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Homeless Veterans,6,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Chronically Homeless Individuals,57,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),2,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),2,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Chronically Homeless People in Families,12,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,13,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,73,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),4,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,51,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Homeless Individuals,133,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Sheltered Homeless,86,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,49,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,2,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,2,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,10,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Children of Parenting Youth,0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Homeless People in Families,75,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,1,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Parenting Youth (Under 25),0,2015
CA-612,Glendale CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless,364,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),5,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,16,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),20,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,7,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),0,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),21,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),21,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,20,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Total Homeless,554,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,342,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),0,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Homeless Veterans,8,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Chronically Homeless Individuals,162,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),1,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),1,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Chronically Homeless People in Families,17,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,2,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,90,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,100,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),20,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,159,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,4,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Homeless Individuals,432,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless,190,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,146,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,22,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,13,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),0,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),4,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,5,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,6,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,4,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Children of Parenting Youth,8,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Homeless People in Families,122,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,1,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,9,2015
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Parenting Youth (Under 25),9,2015
